division,category,Gene Symbol,Gene Name,Synonyms,MGI_IDs,MGI_IDs Links,UniProt_IDs,Refseq_IDs,Notes
Matrisome-associated,ECM Regulators,Serpina9,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9",2310014L03Rik|AW049635|Centerin,MGI:1919157,MGI:1919157,A2RSX5:E9Q865:Q9D7D2,NP_082273.1:XP_006516304.1:XP_006516305.1:XP_006516306.1,
Matrisome-associated,ECM Regulators,Serpinb10,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10",9830131G07|BB233602,MGI:2138648,MGI:2138648,G3UYR4:Q8K1K6,NP_001153779.1,
Matrisome-associated,ECM Regulators,Serpinb11,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11",2310046M08Rik|AU015399,MGI:1914207,MGI:1914207,Q9CQV3,NP_080143.1,
Matrisome-associated,ECM Regulators,Serpinb12,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12",2300003F07Rik|4833409F13Rik,MGI:1919119,MGI:1919119,Q9D629:Q9D7P9,NP_001186142.1:NP_082247.1,
Matrisome-associated,ECM Regulators,Serpinb13,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13",5430417G24|HUR7|HURPIN|PI13|headpin,MGI:3042250,MGI:3042250,D6RHN5:Q8CDC0,NP_766440.2,
Matrisome-associated,ECM Regulators,Serpinb1a,"serine (or cysteine) peptidase inhibitor, clade B, member 1a",1190005M04Rik|AI325983|EI|EIA|ELANH2|LEI|M/NEI|MGC,MGI:1913472,MGI:1913472,Q8BK60:Q9D154:Z4YK03,NP_079705.2:XP_006516787.1,
Matrisome-associated,ECM Regulators,Serpinb1b,"serine (or cysteine) peptidase inhibitor, clade B, member 1b",6330533H24Rik|EIB|Serpin1b1|ovalbumin,MGI:2445361,MGI:2445361,Q8VHP7,NP_766640.1:XP_006516747.1,
Matrisome-associated,ECM Regulators,Serpinb1c,"serine (or cysteine) peptidase inhibitor, clade B, member 1c",EIC|MGC129308|ovalbumin,MGI:2445363,MGI:2445363,Q5SV42,NP_766639.2,
Matrisome-associated,ECM Regulators,Serpinb2,"serine (or cysteine) peptidase inhibitor, clade B, member 2",PAI-2|Planh2|ovalbumin,MGI:97609,MGI:97609,F6QN99:F6ZFV0:P12388:Q542A3,NP_001167641.1:NP_035241.1:NP_001167641.1:NP_035241.1,
Matrisome-associated,ECM Regulators,Serpinb3a,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A",1110001H02Rik|1110013A16Rik|Scca2|Serpinb4|Sqn5,MGI:3573933,MGI:3573933,G3X9V8:Q8BG86,NP_033152.3:NP_033152.3,
Matrisome-associated,ECM Regulators,Serpinb3b,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3B",MGC118408|Scca2-rs|Scca2-rs1,MGI:2683293,MGI:2683293,Q6UKZ2:Q8BHL1:Q9D1Q5,NP_941373.1,
Matrisome-associated,ECM Regulators,Serpinb3c,"serine (or cysteine) peptidase inhibitor, clade B, member 3C",1110001H02Rik|1110013A16Rik|Scca2|Serpinb4,MGI:1277952,MGI:1277952,A2RSF9:Q6UKZ1:Q9D1E7,NP_958751.2:NP_958751.2,
Matrisome-associated,ECM Regulators,Serpinb3d,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3D",Serpinb3l1,MGI:2683295,MGI:2683295,Q6IE30:Q6UKZ0,NP_958764.1:XP_006529795.1,
Matrisome-associated,ECM Regulators,Serpinb5,"serine (or cysteine) peptidase inhibitor, clade B, member 5",1110036M19Rik|AI462524|AI646751|Maspin|Spi7|ovalbu,MGI:109579,MGI:109579,P70124,NP_033283.1:XP_006529353.1:XP_006529354.1,
Matrisome-associated,ECM Regulators,Serpinb6a,"serine (or cysteine) peptidase inhibitor, clade B, member 6a",4930482L21Rik|AI876477|D330015H01Rik|Serpinb6|Spi3,MGI:103123,MGI:103123,E9PYY0:E9PZQ9:E9Q0P9:E9Q108:E9Q3Y1:E9Q4R2:E9Q5Q5:E9Q6X2:F8WIV2:K7E6F1:Q3U3L3:Q4FJQ6:Q60854:Q8BZR2,NP_001157589.1:NP_001157590.1:NP_001230121.1:NP_033280.1:XP_006516686.1:XP_006516687.1:NP_001157590.1:NP_001230121.1:NP_033280.1:XP_006516686.1:XP_006516687.1,
Matrisome-associated,ECM Regulators,Serpinb6b,"serine (or cysteine) peptidase inhibitor, clade B, member 6b",NK13|Spi12|ovalbumin,MGI:894688,MGI:894688,F7B9A0:O08804:Q3TAM4,NP_035584.1:XP_006516684.1,
Matrisome-associated,ECM Regulators,Serpinb6c,"serine (or cysteine) peptidase inhibitor, clade B, member 6c",C76171|C76174|SPI3C|SPIC|ovalbumin,MGI:2145481,MGI:2145481,Q6P6K7:Q8VHQ0:W4VSP4,NP_683744.2:NP_683744.2:XP_006516880.1,
Matrisome-associated,ECM Regulators,Serpinb6d,"serine (or cysteine) peptidase inhibitor, clade B, member 6d",Gm11390|OTTMUSG00000000712|SPI3D,MGI:2667783,MGI:2667783,Q3UWK8,NP_001070258.1:XP_006516735.1,
Matrisome-associated,ECM Regulators,Serpinb7,"serine (or cysteine) peptidase inhibitor, clade B, member 7",4631416M05Rik|megsin|ovalbumin,MGI:2151053,MGI:2151053,D3Z2N5:Q6P3F8:Q9D695,NP_081824.1:NP_081824.1:XP_006529149.1,
Matrisome-associated,ECM Regulators,Serpinb8,"serine (or cysteine) peptidase inhibitor, clade B, member 8",CAP-2|CAP2|NK10|Spi8|ovalbumin,MGI:894657,MGI:894657,F6Y0I8:O08800:Q3UFM1:Q8C871,NP_035589.1:NP_001153220.1:XP_006529355.1,
Matrisome-associated,ECM Regulators,Serpinb9,"serine (or cysteine) peptidase inhibitor, clade B, member 9",BB283241|CAP-3|CAP3|PI-9|PI9|Spi6|ovalbumin,MGI:106603,MGI:106603,O08797,NP_033282.1:XP_006516688.1:XP_006516689.1:XP_006516690.1:XP_006516691.1:XP_006516692.1,
Matrisome-associated,ECM Regulators,Serpinb9b,"serine (or cysteine) peptidase inhibitor, clade B, member 9b",1600019A21Rik|R86|SPI-CI|Spi10|ovalbumin,MGI:894668,MGI:894668,Q3TJ69:Q6P217:Q9DAV6,NP_035582.1,
Matrisome-associated,ECM Regulators,Serpinb9c,"serine (or cysteine) peptidase inhibitor, clade B, member 9c",3830421J05Rik|Nk9|Spi11,MGI:894669,MGI:894669,I7HJI5:J3JSA2:O08803:Q80WW4:Q9D6A7,NP_001157996.1:NP_035583.1:NP_001157996.1:NP_035583.1:XP_006516682.1:XP_006516683.1,
Matrisome-associated,ECM Regulators,Serpinb9d,"serine (or cysteine) peptidase inhibitor, clade B, member 9d",AT2|Spi9|ovalbumin,MGI:894667,MGI:894667,O08801:Q8BMT0,NP_035590.1:NP_035590.1:XP_006516693.1,
Matrisome-associated,ECM Regulators,Serpinb9e,"serine (or cysteine) peptidase inhibitor, clade B, member 9e",AW540195|NK26|Spi14|ovalbumin,MGI:894672,MGI:894672,O08806:Q80Y29,NP_035586.1,
Matrisome-associated,ECM Regulators,Serpinb9f,"serine (or cysteine) peptidase inhibitor, clade B, member 9f",BC052216|MGC61007|NK21|NK21L1|Spi13|ovalbumin,MGI:894671,MGI:894671,O08805:Q80UK5,NP_899020.1,
Matrisome-associated,ECM Regulators,Serpinb9g,"serine (or cysteine) peptidase inhibitor, clade B, member 9g",1600002F03Rik|AW545779|NK21B,MGI:1919260,MGI:1919260,Q8VHQ1:Q9DAZ7,NP_035585.2:NP_035585.2,
Matrisome-associated,ECM Regulators,Serpinc1,"serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1",AI114908|ATIII|At-3|At3,MGI:88095,MGI:88095,P32261:Q543J5,NP_543120.1:XP_006496689.1:NP_543120.1:XP_006496689.1,
Matrisome-associated,ECM Regulators,Serpind1,"serine (or cysteine) peptidase inhibitor, clade D, member 1",AA985900|AI303446|HCII|Hcf2|MGC107662,MGI:96051,MGI:96051,P49182:Q5FW62,NP_032249.3:XP_006521859.1:NP_032249.3,
Matrisome-associated,ECM Regulators,Serpine1,"serine (or cysteine) peptidase inhibitor, clade E, member 1",PAI-1|PAI1|Planh1,MGI:97608,MGI:97608,D0ESZ5:D0ESZ6:G5E899:P22777:Q7TPE9,NP_032897.2,
Matrisome-associated,ECM Regulators,Serpine2,"serine (or cysteine) peptidase inhibitor, clade E, member 2",B230326M24Rik|PAI-1|PI7|PN-1|Spi4,MGI:101780,MGI:101780,Q07235:Q3TWH7:Q4FJU1:Q543R5,NP_033281.1:XP_006496522.1:XP_006496523.1:NP_033281.1:XP_006496522.1:XP_006496523.1,
Matrisome-associated,ECM Regulators,Serpine3,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3",E130113E03Rik,MGI:2442020,MGI:2442020,E9Q6A2,NP_001186874.1,
Matrisome-associated,ECM Regulators,Serpinf1,"serine (or cysteine) peptidase inhibitor, clade F, member 1",AI195227|EPC-1|Pedf|Pedfl|Sdf3,MGI:108080,MGI:108080,B7ZC25:E9PWS2:E9PXR9:E9PZX2:F6S1M4:P97298:Q5ND37,NP_035470.3,
Matrisome-associated,ECM Regulators,Serpinf2,"serine (or cysteine) peptidase inhibitor, clade F, member 2",AI747498|Pli|Serpimf2,MGI:107173,MGI:107173,E9PXE0:Q5ND35:Q5ND36:Q61247,NP_032904.1:NP_032904.1,
Matrisome-associated,ECM Regulators,Serping1,"serine (or cysteine) peptidase inhibitor, clade G, member 1",C1INH|C1nh,MGI:894696,MGI:894696,A2ATR8:P97290,NP_033906.2:XP_006498686.1,
Matrisome-associated,ECM Regulators,Serpinh1,"serine (or cysteine) peptidase inhibitor, clade H, member 1",BERF-1|Cbp1|Cbp2|Hsp47|J6|Serpinh2|colligin|gp46,MGI:88283,MGI:88283,P19324:Q3TJK3:Q3TMD2:Q3TWG9:Q8BV87:Q8BVU9,NP_001104513.1:NP_001104514.1:NP_001272705.1:NP_033955.2:XP_006507341.1:XP_006507342.1,
Matrisome-associated,ECM Regulators,Serpini1,"serine (or cysteine) peptidase inhibitor, clade I, member 1",AI837402|Ns|PI12|Spi17,MGI:1194506,MGI:1194506,E0CYW0:O35684,NP_033276.1,
Matrisome-associated,ECM Regulators,Serpini2,"serine (or cysteine) peptidase inhibitor, clade I, member 2",1810006A24Rik|Spi14,MGI:1915181,MGI:1915181,Q4G0D3:Q9JK88,NP_080736.2:NP_080736.2,
Matrisome-associated,ECM Regulators,Slpi,secretory leukocyte peptidase inhibitor,-,MGI:109297,MGI:109297,E9Q4A3:E9Q748:P97430:Q548X8,NP_035544.1:NP_035544.1,
Matrisome-associated,ECM Regulators,Spam1,sperm adhesion molecule 1,AV039194|Ph-20,MGI:109335,MGI:109335,P48794:Q5D1J0,NP_001073344.1:NP_033267.2:XP_006505088.1:NP_001073344.1:NP_033267.2,
Matrisome-associated,ECM Regulators,Spinkl,RIKEN cDNA 9530002K18 gene,SPINKL|9530002K18Rik,MGI:1924674,MGI:1924674,Q8CEK3,NP_898946.1:XP_006526415.1,
Matrisome-associated,ECM Regulators,St14,suppression of tumorigenicity 14 (colon carcinoma),Epithin|MT-SP1|Prss14|mCAP3|matriptase,MGI:1338881,MGI:1338881,D6RIN3:P56677:Q543E3,NP_035306.2:NP_035306.2,
Matrisome-associated,ECM Regulators,Stfa1,stefin A1,Stf1,MGI:106198,MGI:106198,P35175,NP_001076012.1,
Matrisome-associated,ECM Regulators,Stfa2,stefin A2,Stf2,MGI:106197,MGI:106197,P35174,NP_001076014.1:XP_006521994.1,
Matrisome-associated,ECM Regulators,Stfa2l1,stefin A2 like 1,-,MGI:3524944,MGI:3524944,Q811V2:Q8BWM3,NP_776294.1,
Matrisome-associated,ECM Regulators,Stfa3,stefin A3,MGC130145|MGC130146|Stf3,MGI:106196,MGI:106196,P35173,NP_079564.1,
Matrisome-associated,ECM Regulators,Sulf1,sulfatase 1,AI467640|AW121680|mKIAA1077,MGI:2138563,MGI:2138563,Q8K007,NP_001185494.1:NP_001185495.1:NP_758498.1,
Matrisome-associated,ECM Regulators,Sulf2,sulfatase 2,2010004N24Rik|AU020235|mKIAA1247,MGI:1919293,MGI:1919293,Q6ZPV3:Q8CFG0,NP_001239507.1:NP_001239508.1:NP_082348.2:XP_006500272.1:XP_006500273.1:XP_006500274.1,
Matrisome-associated,ECM Regulators,Tgm1,"transglutaminase 1, K polypeptide",2310004J08Rik|Tgase1,MGI:98730,MGI:98730,Q9JLF6,NP_001155186.1:NP_001155187.1:NP_064368.3:XP_006518871.1:XP_006518872.1,
Matrisome-associated,ECM Regulators,Tgm2,"transglutaminase 2, C polypeptide",G[a]h|TG2|TGase2|tTG|tTGas,MGI:98731,MGI:98731,G3UXE8:P21981,NP_033399.1,
Matrisome-associated,ECM Regulators,Tgm3,"transglutaminase 3, E polypeptide",AI893889|MGC150256|MGC150257,MGI:98732,MGI:98732,Q08189,NP_033400.2,
Matrisome-associated,ECM Regulators,Tgm4,transglutaminase 4 (prostate),9530008N10Rik|Eapa1|TGP,MGI:3027002,MGI:3027002,Q8BZH1,NP_808579.2,
Matrisome-associated,ECM Regulators,Tgm5,transglutaminase 5,2310007C07Rik|MGC143848|MGC143849|TGMX|TGx,MGI:1921426,MGI:1921426,Q14B90:Q14B91:Q9D7I9,NP_083075.1,
Matrisome-associated,ECM Regulators,Tgm6,transglutaminase 6,A030011P16|TGM3L|TGY,MGI:3044321,MGI:3044321,Q14CG3:Q6Y684:Q6YCI4:Q8BM11,NP_001276676.1:NP_001276677.1:NP_001276678.1:NP_808394.1:XP_006499566.1:NP_001276676.1:NP_001276677.1:NP_001276678.1:NP_808394.1,
Matrisome-associated,ECM Regulators,Tgm7,transglutaminase 7,TGMZ|TGz,MGI:2151164,MGI:2151164,A2ART8,NP_001153896.1,
Matrisome-associated,ECM Regulators,Timp1,tissue inhibitor of metalloproteinase 1,Clgi|MGC7143|TIMP-1|Timp,MGI:98752,MGI:98752,P12032:Q6GXA9,NP_001037849.1:NP_035723.2,
Matrisome-associated,ECM Regulators,Timp2,tissue inhibitor of metalloproteinase 2,D11Bwg1104e|Timp-2,MGI:98753,MGI:98753,B1AQJ3:P25785:Q6GXA8:Q6PI17:Q8BSJ3,NP_035724.2:NP_035724.2,
Matrisome-associated,ECM Regulators,Timp3,tissue inhibitor of metalloproteinase 3,Timp-3,MGI:98754,MGI:98754,E9QAB2:P39876:Q54AE5:Q6GXA7,NP_035725.1:NP_035725.1,
Matrisome-associated,ECM Regulators,Timp4,tissue inhibitor of metalloproteinase 4,TIMP-4,MGI:109125,MGI:109125,Q3USH7:Q6GXA6:Q8C577:Q8CAG3:Q9JHB3,NP_542370.3:NP_542370.3,
Matrisome-associated,ECM Regulators,Tll1,tolloid-like,Tll|Tll-1,MGI:106923,MGI:106923,G3X9F5:Q62381,NP_033416.2:NP_033416.2,
Matrisome-associated,ECM Regulators,Tll2,tolloid-like 2,-,MGI:1346044,MGI:1346044,B7ZNA8:E9Q5B9:Q9WVM6,NP_036034.1,
Matrisome-associated,ECM Regulators,Tmprss15,"protease, serine, 7 (enterokinase)",A130097D21Rik|TMPRSS15|Prss7,MGI:1197523,MGI:1197523,E9Q6Y6:P97435:Q8CAN9:Q8CC97,NP_849186.2:NP_032967.1:NP_849186.2:NP_032967.1:NP_849186.2,
Matrisome-associated,ECM Regulators,Tpbpa,trophoblast specific protein alpha,4311|AV033951|MGC117542|Tb-1|Tb1|Tpbp,MGI:98795,MGI:98795,P13438:Q9CPR0:Q9D6B1,NP_033437.2,
Matrisome-associated,ECM Regulators,Tpbpb,trophoblast specific protein beta,1600012N09Rik|MGC117631,MGI:2151721,MGI:2151721,Q9CQC0:Q9D2U1,NP_080705.1,
Matrisome-associated,ECM Regulators,Try10,trypsin 10,,MGI:3687012,MGI:3687012,Q792Z1,NP_001034085.1,
Matrisome-associated,ECM Regulators,Try4,trypsin 4,0910001B19Rik|Td,MGI:102757,MGI:102757,Q9R0T7,NP_035776.1,
Matrisome-associated,ECM Regulators,Try5,trypsin 5,1810049H19Rik|MGC170847|MGC170850|Tc|Tesp4,MGI:102756,MGI:102756,G3UXD0:Q3V2E0:Q9QUK9,NP_001003405.1,
Matrisome-associated,ECM Regulators,U06147,cDNA sequence U06147,Dtgn2,MGI:105987,MGI:105987,Q60620,AAA18426,
Matrisome-associated,Secreted Factors,Amh,anti-Mullerian hormone,MIS,MGI:88006,MGI:88006,A7E2R1:P27106:Q5EC55,NP_031471.2,
Matrisome-associated,Secreted Factors,Angpt1,angiopoietin 1,1110046O21Rik|Ang-1|Ang1,MGI:108448,MGI:108448,O08538:Q6A0F0:Q9CST2,NP_033770.2,
Matrisome-associated,Secreted Factors,Angpt2,angiopoietin 2,Agpt2|Ang-2|Ang2,MGI:1202890,MGI:1202890,B9EHQ4:O35608,NP_031452.2:NP_031452.2,
Matrisome-associated,Secreted Factors,Angpt4,angiopoietin 4,Agpt4|Ang3|MGC156453,MGI:1336887,MGI:1336887,A1L392:Q3U486:Q3V0P7:Q9WVH6,NP_033771.1:NP_033771.1,
Matrisome-associated,Secreted Factors,Angptl1,angiopoietin-like 1,2810039D03Rik|ANG3|ANGPT3|ANGY|ARP1|MGC100363,MGI:1919963,MGI:1919963,Q640P2:Q8BMV1,NP_082609.2,
Matrisome-associated,Secreted Factors,Angptl2,angiopoietin-like 2,AI593246|AW260363|Arp2,MGI:1347002,MGI:1347002,Q9CZZ8:Q9R045,NP_036053.2:XP_006498114.1,
Matrisome-associated,Secreted Factors,Angptl3,angiopoietin-like 3,hypl,MGI:1353627,MGI:1353627,Q3UEF5:Q9R182,NP_038941.1:NP_038941.1,
Matrisome-associated,Secreted Factors,Angptl4,angiopoietin-like 4,Arp4|Bk89|Fiaf|Hfarp|Ng27|Pgar|Pgarg|Pp1158,MGI:1888999,MGI:1888999,G3UWT7:Q3UYS5:Q8CEZ7:Q9Z1P8,NP_065606.2,
Matrisome-associated,Secreted Factors,Angptl6,angiopoietin-like 6,6330404E11Rik|AGF|ARP3|Arp5,MGI:1917976,MGI:1917976,Q8R0Z6,NP_660136.1,
Matrisome-associated,Secreted Factors,Angptl7,angiopoietin-like 7,-,MGI:3605801,MGI:3605801,Q8R1Q3,NP_001034643.1:XP_006536028.1,
Matrisome-associated,Secreted Factors,Areg,amphiregulin,AR|Sdgf,MGI:88068,MGI:88068,P31955:Q4FJT2,NP_033834.1:NP_033834.1,
Matrisome-associated,Secreted Factors,Artn,artemin,neublastin,MGI:1333791,MGI:1333791,Q9Z0L2,NP_001271120.1:NP_001271121.1:NP_001271122.1:NP_033841.1:XP_006502751.1:XP_006502752.1:XP_006502753.1:XP_006502754.1:XP_006502755.1:XP_006502756.1,
Matrisome-associated,Secreted Factors,Bdnf,brain derived neurotrophic factor,-,MGI:88145,MGI:88145,A2AII2:E2IUB1:H9H9S8:P21237:Q541P3:Q8CCH9,NP_031566.4:NP_001041604.1:NP_001041606.1:NP_001041607.1:NP_001272345.1:NP_001272346.1:NP_001272347.1:NP_001272348.1:NP_001272349.1:NP_001272350.1:NP_001272351.1:NP_001041604.1:NP_001041606.1:NP_001041607.1:NP_001272345.1:NP_001272346.1:NP_001272347.1:NP_001272348.1:NP_001272349.1:NP_001272350.1:NP_001272351.1:NP_031566.4,
Matrisome-associated,Secreted Factors,Bmp10,bone morphogenetic protein 10,-,MGI:1338820,MGI:1338820,B7ZN66:Q9R229,NP_033886.2,
Matrisome-associated,Secreted Factors,Bmp15,bone morphogenetic protein 15,AU015375|AU018861|AU021453|Bmp-15|C86824|C87336|GD,MGI:1316745,MGI:1316745,Q3USZ3:Q3UWT0:Q9Z0L4,NP_033887.1,
Matrisome-associated,Secreted Factors,Bmp2,bone morphogenetic protein 2,AI467020|Bmp2a,MGI:88177,MGI:88177,P21274:Q3V1I4,NP_031579.2,
Matrisome-associated,Secreted Factors,Bmp3,bone morphogenetic protein 3,9130206H07|9530029I04Rik,MGI:88179,MGI:88179,Q149J9:Q8BHE5,NP_775580.1:NP_775580.1,
Matrisome-associated,Secreted Factors,Bmp4,bone morphogenetic protein 4,Bmp-4|Bmp2b|Bmp2b-1|Bmp2b1,MGI:88180,MGI:88180,P21275:Q3ULR1,NP_031580.2:XP_006518530.1:XP_006518531.1:NP_031580.2:XP_006518530.1:XP_006518531.1,
Matrisome-associated,Secreted Factors,Bmp5,bone morphogenetic protein 5,AU023399|se,MGI:88181,MGI:88181,B9EJ18:P49003:Q3UXE6:Q496P8:Q496P9,NP_031581.2,
Matrisome-associated,Secreted Factors,Bmp6,bone morphogenetic protein 6,D13Wsu115e|Vgr1,MGI:88182,MGI:88182,P20722:Q3UXB2,NP_031582.1,
Matrisome-associated,Secreted Factors,Bmp7,bone morphogenetic protein 7,OP1,MGI:103302,MGI:103302,P23359,NP_031583.2,
Matrisome-associated,Secreted Factors,Bmp8a,bone morphogenetic protein 8a,Bmp7r1|OP-2|OP2,MGI:104515,MGI:104515,P34821:Q3TZB2:Q80VZ0,NP_031584.1:NP_001242948.1:NP_031584.1:NP_001242948.1:NP_031584.1,
Matrisome-associated,Secreted Factors,Bmp8b,bone morphogenetic protein 8b,Op3,MGI:107335,MGI:107335,P55105,NP_031585.2,
Matrisome-associated,Secreted Factors,Brinp2,"family with sequence similarity 5, member B",6430517E21Rik|BB361039|mKIAA1747|Fam5b,MGI:2443333,MGI:2443333,Q6DFY8,NP_997466.2:XP_006496899.1:XP_006496900.1,
Matrisome-associated,Secreted Factors,Brinp3,"family with sequence similarity 5, member C",B830045N13Rik|MGC107461|MGC40674|Fam5c,MGI:2443035,MGI:2443035,B1AQT5:F2Z476:Q3USC1:Q499E0,NP_001139279.1:NP_705767.3:XP_006529430.1:XP_006529431.1,
Matrisome-associated,Secreted Factors,Btc,"betacellulin, epidermal growth factor family member",-,MGI:99439,MGI:99439,Q05928:Q3TP84:Q543J8,NP_031594.1:NP_031594.1:NP_031594.1,
Matrisome-associated,Secreted Factors,Cbln1,cerebellin 1 precursor protein,AI323299,MGI:88281,MGI:88281,Q3TSS3:Q7TNF5:Q80W16:Q9R171,NP_062600.2:NP_062600.2,
Matrisome-associated,Secreted Factors,Cbln2,cerebellin 2 precursor protein,6330593N19Rik|A730004O05,MGI:88282,MGI:88282,Q8BGU2,NP_766221.1:XP_006526510.1:XP_006526511.1:XP_006526512.1:XP_006526513.1:XP_006526514.1,
Matrisome-associated,Secreted Factors,Cbln3,cerebellin 3 precursor protein,-,MGI:1889286,MGI:1889286,Q8BNN6:Q9JHG0,NP_062794.1,
Matrisome-associated,Secreted Factors,Cbln4,cerebellin 4 precursor protein,AI848962,MGI:2154433,MGI:2154433,Q8BME9,NP_783439.1,
Matrisome-associated,Secreted Factors,Ccbe1,collagen and calcium binding EGF domains 1,4933426F18Rik|9430093N24Rik|KIAA1983|MGC118667|mKI,MGI:2445053,MGI:2445053,Q3MI99:Q8BJC3:Q9D3Z4,NP_848908.1,
Matrisome-associated,Secreted Factors,Ccl1,chemokine (C-C motif) ligand 1,BF534335|I-309|Scya1|Tca-3,MGI:98258,MGI:98258,B1AVL8:P10146:Q0VB35,XP_006532692.1:NP_035459.1:XP_006532692.1:NP_035459.1,
Matrisome-associated,Secreted Factors,Ccl11,chemokine (C-C motif) ligand 11,Scya11|eotaxin,MGI:103576,MGI:103576,P48298,NP_035460.1,
Matrisome-associated,Secreted Factors,Ccl12,chemokine (C-C motif) ligand 12,MCP-5|Scya12,MGI:108224,MGI:108224,Q545B5:Q62401,NP_035461.2:XP_006543027.1:NP_035461.2:XP_006543027.1,
Matrisome-associated,Secreted Factors,Ccl17,chemokine (C-C motif) ligand 17,Abcd-2|Scya17|Scya17l|Tarc,MGI:1329039,MGI:1329039,F6R5P4:Q9R043:Q9WUZ6,NP_035462.2:XP_006530845.1:XP_006530846.1:NP_035462.2,
Matrisome-associated,Secreted Factors,Ccl19,chemokine (C-C motif) ligand 19,CKb11|ELC|MIP3B|Scya19|exodus-3,MGI:1346316,MGI:1346316,O70460,NP_036018.1:XP_001472218.1,
Matrisome-associated,Secreted Factors,Ccl2,chemokine (C-C motif) ligand 2,AI323594|HC11|JE|MCAF|MCP-1|MCP1|SMC-CF|Scya2|Sigj,MGI:98259,MGI:98259,P10148:Q3U5L6:Q3U5S8:Q5SVU3:Q7TMS1,NP_035463.1:NP_035463.1,
Matrisome-associated,Secreted Factors,Ccl20,chemokine (C-C motif) ligand 20,CKb4|LARC|MIP-3A|MIP-3[a]|MIP3A|ST38|Scya20|exodus,MGI:1329031,MGI:1329031,F8WHA7:O89093:Q54AI7:Q642U4,XP_006496510.1:NP_001153210.1:NP_058656.1:NP_058656.1:NP_001153210.1:NP_058656.1,
Matrisome-associated,Secreted Factors,Ccl21a,chemokine (C-C motif) ligand 21A,6CKBAC2|6Ckine|ALP|AW987545|CKb9|MGC107632|SCYA21a,MGI:1349183,MGI:1349183,P84444,NP_001180596.1:NP_035254.1,
Matrisome-associated,Secreted Factors,Ccl21b,chemokine (C-C motif) ligand 21B,6CKBAC1|6Ckine|AI159701|CKb9|Ccl21a|Ccl21c|SLC|Scy,MGI:1349182,MGI:1349182,P86792,NP_001180595.1:NP_001180597.1:NP_001257289.1:NP_035465.2:NP_075539.1:XP_001473308.1:XP_001473444.1,
Matrisome-associated,Secreted Factors,Ccl21c,chemokine (C-C motif) ligand 21C (leucine),CKb9|Ccl21a|SLC|Scya21c|TCA4|exodus-2,MGI:1891386,MGI:1891386,P86793,NP_001180595.1:NP_001180597.1:NP_001257289.1:NP_035465.2:NP_075539.1:XP_001473308.1:XP_001473444.1,
Matrisome-associated,Secreted Factors,Ccl22,chemokine (C-C motif) ligand 22,ABCD-1|DCBCK|MDC|Scya22,MGI:1306779,MGI:1306779,O88430:Q546S6:Q9QZU2,NP_033163.1:NP_033163.1,
Matrisome-associated,Secreted Factors,Ccl24,chemokine (C-C motif) ligand 24,CKb-6|MPIF-2|Scya24,MGI:1928953,MGI:1928953,Q3U0A4:Q9JKC0,NP_062523.1:XP_006504507.1:XP_006504508.1:NP_062523.1:XP_006504507.1:XP_006504508.1,
Matrisome-associated,Secreted Factors,Ccl25,chemokine (C-C motif) ligand 25,AI852536|CKb15|Scya25|TECK,MGI:1099448,MGI:1099448,D3YWJ1:D3Z470:F7C0M8:O35903:Q3U4J3:Q3V144:Q3V2F3:Q8C938,NP_033164.1:NP_033164.1,
Matrisome-associated,Secreted Factors,Ccl26,chemokine (C-C motif) ligand 26,Ccl26l|eoxtaxin-3,MGI:3589281,MGI:3589281,F8VQM2:Q5C9Q0,NP_001013430.2,
Matrisome-associated,Secreted Factors,Ccl27a,chemokine (C-C motif) ligand 27A,ALP|AW558992|CTACK|CTAK|Ccl27|Ccl27b|ESkine|ILC|MG,MGI:1343459,MGI:1343459,A2AMS5:A2AMS6:A2AMS7:A2AMS8:Q9Z1X0,XP_006537769.1:XP_006537770.1:XP_006537771.1:XP_006537772.1:NP_001041644.1:XP_006537767.1:NP_001157516.1:NP_001157517.1:NP_001157518.1:NP_001186888.1:NP_001186890.1:NP_001186891.1:NP_001186894.1:NP_001254631.1:NP_001254633.1:NP_035466.1:XP_006543909.1,
Matrisome-associated,Secreted Factors,Ccl28,chemokine (C-C motif) ligand 28,CCK1|MEC|Scya28,MGI:1861731,MGI:1861731,Q9JIL2,NP_064675.1,
Matrisome-associated,Secreted Factors,Ccl3,chemokine (C-C motif) ligand 3,AI323804|G0S19-1|LD78alpha|MIP-1alpha|MIP1-(a)|MIP,MGI:98260,MGI:98260,P10855:Q3U6F9:Q5QNW0,NP_035467.1:NP_035467.1,
