division,category,Gene Symbol,Gene Name,geneid,Ensembl IDs,UniProt IDs,Human Orthologue,Mouse Orthologue,Dr Matrisome,combined_orthology
Matrisome-associated,Secreted Factors,fam132a,"family with sequence similarity 132, member A",ZDB-GENE-061215-120,ENSDARG00000070681,A1A5X5,FAM132A,Fam132a,Yes,FAM132A
Matrisome-associated,Secreted Factors,faslg,"Fas ligand (TNF superfamily, member 6)",ZDB-GENE-070410-16,ENSDARG00000098913,Q0PKX7,FASLG,Fasl,Yes,FASLG
Matrisome-associated,Secreted Factors,fgf10a,fibroblast growth factor 10a,ZDB-GENE-030715-1,ENSDARG00000030932,Q8AY90:Q800L8:Q4VBV7,FGF10,Fgf10,Yes,FGF10
Matrisome-associated,Secreted Factors,fgf10b,fibroblast growth factor 10b,ZDB-GENE-060828-1,ENSDARG00000100475,Q1XG75,FGF10,Fgf10,Yes,FGF10
Matrisome-associated,Secreted Factors,fgf11a,fibroblast growth factor 11a,ZDB-GENE-050221-5,ENSDARG00000069662,B3DHZ8:Q5TKR4:B0S569,FGF11,Fgf11,Yes,FGF11
Matrisome-associated,Secreted Factors,fgf11b,fibroblast growth factor 11b,ZDB-GENE-100316-2,ENSDARG00000043907,E7F9J0,FGF11,Fgf11,Yes,FGF11
Matrisome-associated,Secreted Factors,fgf12a,fibroblast growth factor 12a,ZDB-GENE-050221-6,ENSDARG00000027957,A0AUQ1:Q5TKR3:F1Q7V9,FGF12,Fgf12,Yes,FGF12
Matrisome-associated,Secreted Factors,fgf12b,fibroblast growth factor 12b,ZDB-GENE-060825-134,ENSDARG00000062542,Q0P4D2:E7F0M2,FGF12,Fgf12,Yes,FGF12
Matrisome-associated,Secreted Factors,fgf13a,fibroblast growth factor 13a,ZDB-GENE-041114-101,ENSDARG00000035056,E7F5G0:A0A140LGG2:A0A140LFU6:A0A140LFY1:Q5TKR2:Q5U3Q2,FGF13,Fgf13,Yes,FGF13
Matrisome-associated,Secreted Factors,fgf13b,fibroblast growth factor 13b,ZDB-GENE-040426-1793,ENSDARG00000056633,F1QHX6:Q6NZS6:A0A0R4IGU4,FGF13,Fgf13,Yes,FGF13
Matrisome-associated,Secreted Factors,fgf14,fibroblast growth factor 14,ZDB-GENE-060506-1,ENSDARG00000040982,Q5TKR1,FGF14,Fgf14,Yes,FGF14
Matrisome-associated,Secreted Factors,fgf16,fibroblast growth factor 16,ZDB-GENE-060427-3,ENSDARG00000042233,Q2HXK8,FGF16,Fgf16,Yes,FGF16
Matrisome-associated,Secreted Factors,fgf17,fibroblast growth factor 17,ZDB-GENE-040621-1,ENSDARG00000102778,A0A0R4IW67:B2GR83:Q6SJP8,FGF17,Fgf17,Yes,FGF17
Matrisome-associated,Secreted Factors,fgf18a,fibroblast growth factor 18a,ZDB-GENE-030714-1,ENSDARG00000088048,Q7T2N7:A0A0R4IBT1:F1QKX4:Q5TKR8,FGF18,Fgf18,Yes,FGF18
Matrisome-associated,Secreted Factors,fgf18b,fibroblast growth factor 18b,ZDB-GENE-050221-4,ENSDARG00000043962,Q5TKR7,FGF18,Fgf18,Yes,FGF18
Matrisome-associated,Secreted Factors,fgf19,fibroblast growth factor 19,ZDB-GENE-030729-32,ENSDARG00000098663,B3DHS4:A0A0R4IN60:Q5TLF0:A0A0R4IBY6,FGF19,Fgf15,Yes,FGF19
Matrisome-associated,Secreted Factors,fgf1a,fibroblast growth factor 1a,ZDB-GENE-040426-1729,ENSDARG00000017542,Q6PBT8:A0A0R4I9A1,FGF1,Fgf1,Yes,FGF1
Matrisome-associated,Secreted Factors,fgf1b,fibroblast growth factor 1b,ZDB-GENE-071004-7,ENSDARG00000042811,A7YT71:F1QC94,FGF1,Fgf1,Yes,FGF1
Matrisome-associated,Secreted Factors,fgf2,fibroblast growth factor 2,ZDB-GENE-040318-1,ENSDARG00000104348,A0A0R4IHF9:B3DGE3,FGF2,Fgf2,Yes,FGF2
Matrisome-associated,Secreted Factors,fgf20a,fibroblast growth factor 20a,ZDB-GENE-060110-1,ENSDARG00000007356,Q38PL0,FGF20,Fgf20,Yes,FGF20
Matrisome-associated,Secreted Factors,fgf20b,fibroblast growth factor 20b,ZDB-GENE-060117-5,ENSDARG00000086070,Q2LJ24,FGF20,Fgf20,Yes,FGF20
Matrisome-associated,Secreted Factors,fgf21,fibroblast growth factor 21,ZDB-GENE-060623-2,ENSDARG00000100846,Q1ESX2,FGF21,Fgf21,Yes,FGF21
Matrisome-associated,Secreted Factors,fgf22,fibroblast growth factor 22,ZDB-GENE-050208-380,ENSDARG00000076510,Q1XG76,FGF22,Fgf22,Yes,FGF22
Matrisome-associated,Secreted Factors,fgf23,fibroblast growth factor 23,ZDB-GENE-050201-4,ENSDARG00000045854,Q5MK87:Q1L8M3:Q5TLD4,FGF23,Fgf23,Yes,FGF23
Matrisome-associated,Secreted Factors,fgf3,fibroblast growth factor 3,ZDB-GENE-980526-178,ENSDARG00000101540,A0A0B5JWB9:B3DHR1:P48802,FGF3,Fgf3,Yes,FGF3
Matrisome-associated,Secreted Factors,fgf4,fibroblast growth factor 4,ZDB-GENE-001006-1,ENSDARG00000105230,Q9DFC9,FGF4,Fgf4,Yes,FGF4
Matrisome-associated,Secreted Factors,fgf5,fibroblast growth factor 5,ZDB-GENE-050201-6,ENSDARG00000035377,Q5TLE2,FGF5,Fgf5,Yes,FGF5
Matrisome-associated,Secreted Factors,fgf6a,fibroblast growth factor 6a,ZDB-GENE-980526-559,ENSDARG00000009351,Q2LGG1:Q8AXA1,FGF6,Fgf6,Yes,FGF6
Matrisome-associated,Secreted Factors,fgf6b,fibroblast growth factor 6b,ZDB-GENE-050201-5,ENSDARG00000045856,Q5TLE1,FGF6,Fgf6,Yes,FGF6
Matrisome-associated,Secreted Factors,fgf7,fibroblast growth factor 7,ZDB-GENE-080122-1,ENSDARG00000059387,B3DHR9:Q5TLD5,FGF7,Fgf7,Yes,FGF7
Matrisome-associated,Secreted Factors,fgf8a,fibroblast growth factor 8a,ZDB-GENE-990415-72,ENSDARG00000003399,O57341:A0A0B5JPZ5:A2CF52:Q0E9Y8:O42278,FGF8,Fgf8,Yes,FGF8
Matrisome-associated,Secreted Factors,fgf8b,fibroblast growth factor 8 b,ZDB-GENE-010122-1,ENSDARG00000039615,A0A0R4IK98:Q805B2:B3DJ36,FGF8,Fgf8,Yes,FGF8
Matrisome-associated,Secreted Factors,fgf9,fibroblast growth factor 9,ZDB-GENE-070424-238,ENSDARG00000078625,F1R729,FGF9,Fgf9,Yes,FGF9
Matrisome-associated,Secreted Factors,fgfbp1a,fibroblast growth factor binding protein 1a,ZDB-GENE-140430-1,-,A0A0B5JK58,FGFBP1,Fgfbp1,Yes,FGFBP1
Matrisome-associated,Secreted Factors,fgfbp1b,fibroblast growth factor binding protein 1b,ZDB-GENE-081106-1,ENSDARG00000039963,E7F4V3:A0A0R4ICR4:E7FEC7,FGFBP1,Fgfbp1,Yes,FGFBP1
Matrisome-associated,Secreted Factors,fgfbp2a,fibroblast growth factor binding protein 2a,ZDB-GENE-030131-8319,ENSDARG00000039964,F1R8L1,FGFBP2,-,Yes,FGFBP2
Matrisome-associated,Secreted Factors,fgfbp2b,fibroblast growth factor binding protein 2b,ZDB-GENE-070410-95,ENSDARG00000038056,F1QLT3:A3KP08:Q0P3Y0,FGFBP2,-,Yes,FGFBP2
Matrisome-associated,Secreted Factors,figf,c-fos induced growth factor,ZDB-GENE-070810-6,ENSDARG00000056624,Q208T6,FIGF,Figf,Yes,FIGF
Matrisome-associated,Secreted Factors,frzb,frizzled-related protein,ZDB-GENE-990715-1,ENSDARG00000018383,A0A0B5JQ70:Q9W6E0,FRZB,Frzb,Yes,FRZB
Matrisome-associated,Secreted Factors,fsta,follistatin a,ZDB-GENE-990714-11,ENSDARG00000052846,G8HY04:A0A0R4IRW4:Q9YHV4:A0A0B5JFB2,FST,Fst,Yes,FST
Matrisome-associated,Secreted Factors,fstb,follistatin b,ZDB-GENE-031118-139,ENSDARG00000057992,Q2PMI4:A7MBP8:F1R4P5,FST,Fst,Yes,FST
Matrisome-associated,Secreted Factors,fstl1a,follistatin-like 1a,ZDB-GENE-030131-4148,ENSDARG00000015559,A0A0B5JS31:F1Q6U6:Q567W5:Q2PMI3,FSTL1,Fstl1,Yes,FSTL1
Matrisome-associated,Secreted Factors,fstl1b,follistatin-like 1b,ZDB-GENE-030131-3029,ENSDARG00000039576,Q2PMI2:Q68EK4,FSTL1,Fstl1,Yes,FSTL1
Matrisome-associated,Secreted Factors,fstl3,follistatin-like 3 (secreted glycoprotein),ZDB-GENE-050913-111,ENSDARG00000025670,F1QAR6:A4IG14:Q4V8S8,FSTL3,Fstl3,Yes,FSTL3
Matrisome-associated,Secreted Factors,gdf10a,growth differentiation factor 10a,ZDB-GENE-090312-17,ENSDARG00000095378,F1QRZ6:B8A5X9,GDF10,Gdf10,Yes,GDF10
Matrisome-associated,Secreted Factors,gdf10b,growth differentiation factor 10b,ZDB-GENE-120316-1,ENSDARG00000073891,D2CN89:F1QDD0,GDF10,Gdf10,Yes,GDF10
Matrisome-associated,Secreted Factors,gdf11,growth differentiation factor 11,ZDB-GENE-040427-2,ENSDARG00000044924,Q8JFP9:A0A0B5JSE4:A0A0R4ITF9,GDF11,Gdf11,Yes,GDF11
Matrisome-associated,Secreted Factors,gdf2,growth differentiation factor 2,ZDB-GENE-100107-1,ENSDARG00000059173,F1QWZ4,GDF2,Gdf2,Yes,GDF2
Matrisome-associated,Secreted Factors,gdf3,growth differentiation factor 3,ZDB-GENE-980526-389,ENSDARG00000037995,Q5RKN7:P35621:K7DY39:K7DYL7,GDF3,Gdf3,Yes,GDF3
Matrisome-associated,Secreted Factors,gdf5,growth differentiation factor 5,ZDB-GENE-990415-39,ENSDARG00000002760,F8W3E7:O42303:F1QK08,GDF5,Gdf5,Yes,GDF5
Matrisome-associated,Secreted Factors,gdf6a,growth differentiation factor 6a,ZDB-GENE-980526-373,ENSDARG00000053479,P85857,GDF6,Gdf6,Yes,GDF6
Matrisome-associated,Secreted Factors,gdf6b,growth differentiation factor 6b,ZDB-GENE-980526-442,ENSDARG00000005510,A8E7N9:B3DJ43,GDF6,Gdf6,Yes,GDF6
Matrisome-associated,Secreted Factors,gdf7,growth differentiation factor 7,ZDB-GENE-990714-1,ENSDARG00000042784,Q9W6C0:Q9W6B9:F1QLZ2,GDF7,Gdf7,Yes,GDF7
Matrisome-associated,Secreted Factors,gdf9,growth differentiation factor 9,ZDB-GENE-050221-7,ENSDARG00000003229,Q32PR5:Q5MD90,GDF9,Gdf9,Yes,GDF9
Matrisome-associated,Secreted Factors,gdnfa,glial cell derived neurotrophic factor a,ZDB-GENE-010226-1,ENSDARG00000039959,A7E220:Q98TU0,GDNF,Gdnf,Yes,GDNF
Matrisome-associated,Secreted Factors,gdnfb,glial cell derived neurotrophic factor b,ZDB-GENE-110609-2,ENSDARG00000103764,A0A0N4SU74:A0A0N4STS9,GDNF,Gdnf,Yes,GDNF
Matrisome-associated,Secreted Factors,gh1,growth hormone 1,ZDB-GENE-030725-2,ENSDARG00000038185,Q571R1:Q7ZZH9:Q1JQ34,GH1,Gh,Yes,GH1
Matrisome-associated,Secreted Factors,hbegfa,heparin-binding EGF-like growth factor a,ZDB-GENE-080204-119,ENSDARG00000075121,A9JRW9,HBEGF,Hbegf,Yes,HBEGF
Matrisome-associated,Secreted Factors,hbegfb,heparin-binding EGF-like growth factor b,ZDB-GENE-070820-6,ENSDARG00000031246,Q6NY79:F1QKE6:F1QEL2:A7E275,HBEGF,Hbegf,Yes,HBEGF
Matrisome-associated,Secreted Factors,hcfc1a,host cell factor C1a,ZDB-GENE-030912-10,ENSDARG00000015990,Q7SZY1:F1Q750:A5D6R2,HCFC1,Hcfc1,Yes,HCFC1
Matrisome-associated,Secreted Factors,hcfc1b,host cell factor C1b,ZDB-GENE-030131-2411,ENSDARG00000012519,A8WIP5,HCFC1,Hcfc1,Yes,HCFC1
Matrisome-associated,Secreted Factors,hcfc2,host cell factor C2,ZDB-GENE-050417-203,ENSDARG00000058127,Q566Z7:X1WBN2:F1RBR3:X1WCP5,HCFC2,Hcfc2,Yes,HCFC2
Matrisome-associated,Secreted Factors,hgfa,hepatocyte growth factor a,ZDB-GENE-041014-2,ENSDARG00000045544,Q5QD59:F1REK1:Q5RGG3:A4IGA7,HGF,Hgf,Yes,HGF
Matrisome-associated,Secreted Factors,hgfac,HGF activator,ZDB-GENE-130530-1031,ENSDARG00000091759,-,HGFAC,Hgfac,Yes,HGFAC
Matrisome-associated,Secreted Factors,hgfb,hepatocyte growth factor b,ZDB-GENE-041014-3,ENSDARG00000079076,Q5QD58:F6PA78,HGF,Hgf,Yes,HGF
Matrisome-associated,Secreted Factors,hhip,hedgehog interacting protein,ZDB-GENE-030131-4827,ENSDARG00000060397,A0A0B5JK82:A1A5I0:A7X2Z0,HHIP,Hhip,Yes,HHIP
Matrisome-associated,Secreted Factors,ifng1-1,"interferon, gamma 1-1",ZDB-GENE-060210-1,ENSDARG00000045671,Q5TLE6,IFNG,Ifng,Yes,IFNG
Matrisome-associated,Secreted Factors,ifng1-2,"interferon, gamma 1-2",ZDB-GENE-040629-1,ENSDARG00000024211,Q5RHV5:Q75S22,IFNG,Ifng,Yes,IFNG
Matrisome-associated,Secreted Factors,igf1,insulin-like growth factor 1,ZDB-GENE-010607-2,ENSDARG00000094132,Q8QGA1:Q90VV9,IGF1,Igf1,Yes,IGF1
Matrisome-associated,Secreted Factors,igf2a,insulin-like growth factor 2a,ZDB-GENE-991111-3,ENSDARG00000018643,Q8UUI9:Q5U3B4:Q9PUD0,IGF2,Igf2,Yes,IGF2
Matrisome-associated,Secreted Factors,igf2b,insulin-like growth factor 2b,ZDB-GENE-030131-2935,ENSDARG00000033307,Q8JIE4,IGF2,Igf2,Yes,IGF2
Matrisome-associated,Secreted Factors,ihha,Indian hedgehog homolog a,ZDB-GENE-051010-1,ENSDARG00000058733,Q4PLX4:A3KNS3:B0S8K0,IHH,Ihh,Yes,IHH
Matrisome-associated,Secreted Factors,ihhb,Indian hedgehog homolog b,ZDB-GENE-980526-135,ENSDARG00000058815,Q5BLH7:Q98862:F1R9L0:F1QTR5,IHH,Ihh,Yes,IHH
Matrisome-associated,Secreted Factors,il10,interleukin 10,ZDB-GENE-051111-1,ENSDARG00000078147,Q5EFQ8,IL10,Il10,Yes,IL10
Matrisome-associated,Secreted Factors,il11a,interleukin 11a,ZDB-GENE-051019-1,ENSDARG00000037859,F1R1E3:Q494Q5,IL11,Il11,Yes,IL11
Matrisome-associated,Secreted Factors,il11b,interleukin 11b,ZDB-GENE-051019-2,ENSDARG00000058557,F1R6T9:Q494Q4,IL11,Il11,Yes,IL11
Matrisome-associated,Secreted Factors,il12a,interleukin 12a,ZDB-GENE-060724-1,ENSDARG00000038878,X1WG47:F1QXI7:Q6F3R0:A0A0R4IWR2,IL12A,Il12a,Yes,IL12A
Matrisome-associated,Secreted Factors,il12ba,interleukin 12Ba,ZDB-GENE-050525-3,ENSDARG00000033727,Q0V941:A8WH99:B8JJU1:F1RA13:Q6F3Q9,IL12B,Il12b,Yes,IL12B
Matrisome-associated,Secreted Factors,il12bb,"interleukin 12B, b",ZDB-GENE-030131-7937,ENSDARG00000054542,A8WH95:X1WG27:F1QLT7,IL12B,Il12b,Yes,IL12B
Matrisome-associated,Secreted Factors,il12bc,"interleukin 12B, c",ZDB-GENE-091204-37,-,-,IL12B,Il12b,Yes,IL12B
Matrisome-associated,Secreted Factors,il13,interleukin 13,ZDB-GENE-100727-2,ENSDARG00000077809,W0TZ57:B3IWZ9:F8W5W9,IL13,Il13,Yes,IL13
Matrisome-associated,Secreted Factors,il15,interleukin 15,ZDB-GENE-060213-2,ENSDARG00000052361,Q15KG7:Q1AN25:F8W5F6:Q3SCC6,IL15,Il15,Yes,IL15
Matrisome-associated,Secreted Factors,il16,interleukin 16,ZDB-GENE-130103-3,ENSDARG00000039884,A0A0G2KD61,IL16,Il16,Yes,IL16
Matrisome-associated,Secreted Factors,il17c,interleukin 17c,ZDB-GENE-061031-5,ENSDARG00000057180,Q5TKT2:F8W5S8:A0A0R4IT62,IL17C,Il17c,Yes,IL17C
Matrisome-associated,Secreted Factors,il17d,interleukin 17d,ZDB-GENE-061031-4,ENSDARG00000010700,Q5TKT1,IL17D,Il17d,Yes,IL17D
Matrisome-associated,Secreted Factors,il19l,interleukin 19 like,ZDB-GENE-071121-1,ENSDARG00000090344,Q4LDR4:F6NNV9,IL19,Il19,Yes,IL19
Matrisome-associated,Secreted Factors,il1b,"interleukin 1, beta",ZDB-GENE-040702-2,ENSDARG00000098700,Q7T056:A0A0R4IYF1:E6N152:E0WCW4:Q4KMF1,IL1B,Il1b,Yes,IL1B
Matrisome-associated,Secreted Factors,il22,interleukin 22,ZDB-GENE-060209-3,ENSDARG00000045673,Q5TLE4,IL22,Il22,Yes,IL22
Matrisome-associated,Secreted Factors,il23a,"interleukin 23, alpha subunit p19",ZDB-GENE-110628-4,-,-,IL23A,Il23a,Yes,IL23A
Matrisome-associated,Secreted Factors,il26,interleukin 26,ZDB-GENE-060209-4,ENSDARG00000045672,Q5TLE5,IL26,-,Yes,IL26
Matrisome-associated,Secreted Factors,il34,interleukin 34,ZDB-GENE-050419-150,ENSDARG00000091003,L8AZT5:B3DLJ8,IL34,Il34,Yes,IL34
Matrisome-associated,Secreted Factors,il4,interleukin 4,ZDB-GENE-100204-1,ENSDARG00000087909,B3IX00:D1YSM1,IL4,Il4,Yes,IL4
Matrisome-associated,Secreted Factors,il6,"interleukin 6 (interferon, beta 2)",ZDB-GENE-120509-1,ENSDARG00000102318,H9A0J9,IL6,Il6,Yes,IL6
Matrisome-associated,Secreted Factors,inha,"inhibin, alpha",ZDB-GENE-060503-554,ENSDARG00000052433,Q1LYE4,INHA,Inha,Yes,INHA
Matrisome-associated,Secreted Factors,inhbaa,"inhibin, beta Aa",ZDB-GENE-000210-21,ENSDARG00000012671,Q9W6T8:Q8QGE3,INHBA,Inhba,Yes,INHBA
Matrisome-associated,Secreted Factors,inhbab,"inhibin, beta Ab",ZDB-GENE-050525-2,ENSDARG00000024759,A1L1T8:Q56E97:B0S4U4,INHBA,Inhba,Yes,INHBA
Matrisome-associated,Secreted Factors,inhbb,"inhibin, beta B",ZDB-GENE-990415-2,ENSDARG00000040777,B0S7E0:Q9W6T9:Q90261,INHBB,Inhbb,Yes,INHBB
Matrisome-associated,Secreted Factors,ins,preproinsulin,ZDB-GENE-980526-110,ENSDARG00000035350,O73727:B2GSI0:Q9DDE5,INS,Ins2,Yes,INS
Matrisome-associated,Secreted Factors,insl3,insulin-like 3 (Leydig cell),ZDB-GENE-050310-5,ENSDARG00000035862,Q2P9V5:Q2VT43:B1AAR7,INSL3,Insl3,Yes,INSL3
Matrisome-associated,Secreted Factors,insl5a,insulin-like 5a,ZDB-GENE-050310-4,ENSDARG00000070966,Q2VT44:Q2P9V6:B1AAR9,INSL5,Insl5,Yes,INSL5
Matrisome-associated,Secreted Factors,insl5b,insulin-like 5b,ZDB-GENE-070122-5,ENSDARG00000069294,A0ZYT5,INSL5,Insl5,Yes,INSL5
Matrisome-associated,Secreted Factors,ism1,isthmin 1,ZDB-GENE-050523-3,ENSDARG00000020541,B8JME9:Q5EGE1:A0A0R4IY22,ISM1,Ism1,Yes,ISM1
Matrisome-associated,Secreted Factors,ism2a,isthmin 2a,ZDB-GENE-130530-972,ENSDARG00000089691,E7F979,ISM2,Ism2,Yes,ISM2
Matrisome-associated,Secreted Factors,ism2b,isthmin 2b,ZDB-GENE-050523-4,ENSDARG00000053859,Q58T08:F1QYZ9,ISM2,Ism2,Yes,ISM2
Matrisome-associated,Secreted Factors,kitlga,kit ligand a,ZDB-GENE-070424-1,ENSDARG00000070917,F1Q6D8:Q56JH6,KITLG,Kitl,Yes,KITLG
Matrisome-associated,Secreted Factors,kitlgb,kit ligand b,ZDB-GENE-070424-2,ENSDARG00000058042,F1RDP0:Q56JH5,KITLG,Kitl,Yes,KITLG
Matrisome-associated,Secreted Factors,lepa,leptin a,ZDB-GENE-081001-1,ENSDARG00000091085,Q0D250,LEP,Lep,Yes,LEP
Matrisome-associated,Secreted Factors,lepb,leptin b,ZDB-GENE-041210-183,ENSDARG00000045548,Q5TYZ1:C4WYH6,LEP,Lep,Yes,LEP
Matrisome-associated,Secreted Factors,lft1,lefty1,ZDB-GENE-990630-10,ENSDARG00000019920,Q9PW55:Q9W6I6,LEFTY2,Lefty2,Yes,LEFTY2
Matrisome-associated,Secreted Factors,lft2,lefty2,ZDB-GENE-990630-11,ENSDARG00000044059,F1QWZ9:Q9W6I7:A0A0B5JW28,LEFTY2,Lefty2,Yes,LEFTY2
Matrisome-associated,Secreted Factors,lta,"lymphotoxin alpha (TNF superfamily, member 1)",ZDB-GENE-050601-3,ENSDARG00000020483,Q4W897,LTA,Lta,Yes,LTA
Matrisome-associated,Secreted Factors,mdka,midkine a,ZDB-GENE-990621-1,ENSDARG00000036036,E9QIK2:A0A0B5JQ06:Q9W767:F6NXU8,MDK,Mdk,Yes,MDK
Matrisome-associated,Secreted Factors,mdkb,midkine b,ZDB-GENE-010131-6,ENSDARG00000020708,A0A0B5JK07:Q9DDG2:Q9W768,MDK,Mdk,Yes,MDK
Matrisome-associated,Secreted Factors,megf10,multiple EGF-like-domains 10,ZDB-GENE-080506-1,ENSDARG00000017229,A0A0B5JFJ1:X1WG68:E9QJQ6,MEGF10,Megf10,Yes,MEGF10
Matrisome-associated,Secreted Factors,megf11,multiple EGF-like-domains 11,ZDB-GENE-060503-252,ENSDARG00000062686,F1Q4V3:Q1LV56,MEGF11,Megf11,Yes,MEGF11
Matrisome-associated,Secreted Factors,megf6a,multiple EGF-like-domains 6a,ZDB-GENE-090312-12,ENSDARG00000079199,E7FFP9:E9QHA9,MEGF6,Megf6,Yes,MEGF6
Matrisome-associated,Secreted Factors,megf6b,multiple EGF-like-domains 6b,ZDB-GENE-101112-3,ENSDARG00000074808,F1RB82,MEGF6,Megf6,Yes,MEGF6
Matrisome-associated,Secreted Factors,megf8,multiple EGF-like-domains 8,ZDB-GENE-090730-1,ENSDARG00000103934,A0A0R4IQQ8:F1QBZ9:A1L2A5,MEGF8,Megf8,Yes,MEGF8
Matrisome-associated,Secreted Factors,mst1,macrophage stimulating 1,ZDB-GENE-020806-3,ENSDARG00000103308,Q90ZN6:Q5XFY1,MST1,Mst1,Yes,MST1
Matrisome-associated,Secreted Factors,mstna,myostatin a,ZDB-GENE-050208-735,ENSDARG00000042947,Q68IN2:Q5MNY3:Q4VV68:B3DIZ5,MSTN,Mstn,Yes,MSTN
Matrisome-associated,Secreted Factors,mstnb,myostatin b,ZDB-GENE-990415-165,ENSDARG00000069133,O42222:Q504K3,MSTN,Mstn,Yes,MSTN
Matrisome-associated,Secreted Factors,ndr1,nodal-related 1,ZDB-GENE-990415-256,ENSDARG00000057096,O13144:Q78CR8:F1QDT8:Q4V930,NODAL,Nodal,Yes,NODAL
Matrisome-associated,Secreted Factors,ndr2,nodal-related 2,ZDB-GENE-990415-181,ENSDARG00000101279,A0A0R4IZE5:A0A0B5JK91:P87358,NODAL,Nodal,Yes,NODAL
Matrisome-associated,Secreted Factors,ngfa,nerve growth factor a (beta polypeptide),ZDB-GENE-990415-176,ENSDARG00000058961,O73797:B3DG61,NGF,Ngf,Yes,NGF
Matrisome-associated,Secreted Factors,ngfb,nerve growth factor b (beta polypeptide),ZDB-GENE-000629-2,ENSDARG00000014050,A0A0B5JS44:B2GR51:Q6YBR5,NGF,Ngf,Yes,NGF
Matrisome-associated,Secreted Factors,nrg1,neuregulin 1,ZDB-GENE-050302-113,ENSDARG00000104314,A0A0R4IPH3:B9VQK8:Q20CG4:B9VQL0:A0A0R4IDP7:B3DK99:B9VQK7:B9VQK9:A0A0R4IFE6:A0A0R4IBM0:A0A0R4IL80,NRG1,Nrg1,Yes,NRG1
Matrisome-associated,Secreted Factors,nrg2a,neuregulin 2a,ZDB-GENE-070615-10,ENSDARG00000077818,F1QKE1:B9VQL3:A5D6U9:F1QC20:B9VQL2:B9VQL4:B9VQL1:F1RCA4,NRG2,Nrg2,Yes,NRG2
Matrisome-associated,Secreted Factors,nrg2b,neuregulin 2b,ZDB-GENE-090205-2,ENSDARG00000086585,E7FGA4:A0A0R4INJ1:B9VQL5:F1QFX4:A0A0R4IW84,NRG2,Nrg2,Yes,NRG2
Matrisome-associated,Secreted Factors,nrg3a,neuregulin 3a,ZDB-GENE-140422-1,-,-,NRG3,Nrg3,Yes,NRG3
Matrisome-associated,Secreted Factors,nrg3b,neuregulin 3b,ZDB-GENE-130603-38,ENSDARG00000089766,E7FCS5,NRG3,Nrg3,Yes,NRG3
Matrisome-associated,Secreted Factors,nrtn,neurturin,ZDB-GENE-100427-6,ENSDARG00000079849,E7FAV4,NRTN,Nrtn,Yes,NRTN
Matrisome-associated,Secreted Factors,ntf3,neurotrophin 3,ZDB-GENE-031118-66,ENSDARG00000059043,F1QR36:Q568T2,NTF3,Ntf3,Yes,NTF3
Matrisome-associated,Secreted Factors,ntf4,neurotrophin 4,ZDB-GENE-141030-1,-,-,NTF4,Ntf5,Yes,NTF4
Matrisome-associated,Secreted Factors,pdgfaa,platelet-derived growth factor alpha polypeptide a,ZDB-GENE-030918-2,ENSDARG00000055505,A5PMP7:Q9DE50:Q6DC06,PDGFA,Pdgfa,Yes,PDGFA
Matrisome-associated,Secreted Factors,pdgfab,platelet-derived growth factor alpha polypeptide b,ZDB-GENE-060929-124,ENSDARG00000098578,A0A0R4IXE1:Q08CD2:A0A0R4IF94:A0A0R4IHM5,PDGFA,Pdgfa,Yes,PDGFA
Matrisome-associated,Secreted Factors,pdgfba,platelet-derived growth factor beta polypeptide a,ZDB-GENE-050208-525,ENSDARG00000086778,Q1LUW1:A0A088AWM4:F1QS30,PDGFB,Pdgfb,Yes,PDGFB
Matrisome-associated,Secreted Factors,pdgfbb,platelet-derived growth factor beta polypeptide b,ZDB-GENE-131121-332,ENSDARG00000038139,E7FBB3,PDGFB,Pdgfb,Yes,PDGFB
Matrisome-associated,Secreted Factors,pdgfc,platelet derived growth factor c,ZDB-GENE-071217-2,ENSDARG00000077588,E7FB33,PDGFC,Pdgfc,Yes,PDGFC
Matrisome-associated,Secreted Factors,pdgfd,platelet derived growth factor d,ZDB-GENE-071217-1,ENSDARG00000077677,E7F2Z0,PDGFD,Pdgfd,Yes,PDGFD
Matrisome-associated,Secreted Factors,pgfa,placental growth factor a,ZDB-GENE-120928-4,-,-,PGF,Pgf,Yes,PGF
Matrisome-associated,Secreted Factors,pgfb,placental growth factor b,ZDB-GENE-131127-445,ENSDARG00000076767,X1WBL7,PGF,Pgf,Yes,PGF
Matrisome-associated,Secreted Factors,pik3ip1,phosphoinositide-3-kinase interacting protein 1,ZDB-GENE-031030-14,ENSDARG00000003281,A0A0B5JS90:Q7SXB3:A2BIG3,PIK3IP1,Pik3ip1,Yes,PIK3IP1
Matrisome-associated,Secreted Factors,prl,prolactin,ZDB-GENE-030513-1,ENSDARG00000037946,F1R0Y2:Q569P7:Q801K3,PRL,Prl,Yes,PRL
Matrisome-associated,Secreted Factors,prl2,prolactin 2,ZDB-GENE-041210-160,ENSDARG00000018744,C6G3Y2:C6ZDB8:F1QZ85,PRL,Prl,Yes,PRL
Matrisome-associated,Secreted Factors,pspn,persephin,ZDB-GENE-110609-3,ENSDARG00000098471,B0S5I4,PSPN,Pspn,Yes,PSPN
Matrisome-associated,Secreted Factors,ptn,pleiotrophin,ZDB-GENE-030624-1,ENSDARG00000102340,Q697I0:A0A0B5JW32:Q502U6,PTN,Ptn,Yes,PTN
